"ID","CPs","log_Population","log_Weekend","log_Workday","log_Eatinganddrinking","log_Attraction","log_Public","log_Manufacturing","log_Retail","log_Transport","log_Commercial","log_Education","log_Sports","log_Medical","log_Accomodation","lambda"
30,0,6.82979373751242,0,3.58351893845611,1.38629436111989,0,0,2.89037175789616,1.6094379124341,1.09861228866811,0.693147180559945,1.38629436111989,0,0,1.38629436111989,0.296765975943568
31,0,6.27287700654617,2.30258509299405,2.77258872223978,0,0,0,2.63905732961526,0.693147180559945,0,0,0,0,0,0,0.20804900199471
32,0,7.17165682276851,3.13549421592915,4.55387689160054,1.09861228866811,0,0,2.63905732961526,1.38629436111989,1.09861228866811,0,0.693147180559945,0,0,0,0.333640934342289
33,0,8.14699869738999,4.67282883446191,6.83733281468559,0,0,0.693147180559945,0.693147180559945,1.38629436111989,0,0,0.693147180559945,1.09861228866811,0,0,0.213414973217801
34,0,6.80128303447162,2.56494935746154,2.39789527279837,0,0,0,2.07944154167984,2.07944154167984,0,0.693147180559945,0.693147180559945,0.693147180559945,0,0,0.22422140870211
35,0,6.5875500148248,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0.246905107215095
36,0,7.01121398735037,0,0,0,0,0,0.693147180559945,0,0,0,0.693147180559945,0,0,0,0.242171579785795
37,0,6.84800527457636,4.20469261939097,7.03614849375054,0,0,0,1.38629436111989,0,1.38629436111989,0,0,1.09861228866811,0,0.693147180559945,0.310950308505079
38,0,7.38150189450671,1.38629436111989,0.693147180559945,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0.250127849093348
39,0,5.54907608489522,4.57471097850338,5.3890717298165,0,0,0,1.6094379124341,0.693147180559945,0,0,0,0,0,0,0.168658551861257
40,0,6.82871207164168,0,0,0,0,0,0.693147180559945,0,1.38629436111989,0,0.693147180559945,0,0,0,0.39990158400317
41,0,6.38350663488401,0,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0.693147180559945,0,0,0.241116968161925
42,0,6.9985096422506,0,0,0,0,0.693147180559945,0,1.09861228866811,0,0,0,0,0,0,0.259030522307431
43,0,7.58018941794454,0,3.17805383034795,0,0,1.09861228866811,2.77258872223978,1.09861228866811,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0,0.259285804458167
44,0,6.80239476332431,3.49650756146648,3.61091791264422,0,0,0,1.38629436111989,0.693147180559945,0,0,1.09861228866811,0.693147180559945,0,0,0.184187123173232
45,0,7.59839932932396,4.20469261939097,2.63905732961526,0,0,0,2.07944154167984,0.693147180559945,0,0,0.693147180559945,0,0,0,0.20412972365433
46,0,5.35185813347607,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.214123453668947
47,0,4.12713438504509,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.186680088760867
48,0,6.62007320653036,0,0,0.693147180559945,0,0,0.693147180559945,0.693147180559945,1.09861228866811,0,0.693147180559945,0.693147180559945,0,0,0.362955549680169
49,0,7.32317071794347,2.30258509299405,1.94591014905531,0,0,0,0,0,1.09861228866811,0,0.693147180559945,0,0,0,0.341695193549789
50,0,7.32317071794347,4.00733318523247,5.25749537202778,2.39789527279837,0,0.693147180559945,2.89037175789616,1.79175946922805,1.94591014905531,0,1.38629436111989,0.693147180559945,1.6094379124341,1.09861228866811,0.352307643408748
51,0,7.54274354536855,2.94443897916644,4.02535169073515,1.38629436111989,0,0,0,0,1.38629436111989,0,1.79175946922805,0,0,1.09861228866811,0.287705785989423
52,0,7.64778604544093,0,0,1.79175946922805,1.94591014905531,1.09861228866811,0,1.09861228866811,0.693147180559945,0.693147180559945,3.04452243772342,2.19722457733622,0.693147180559945,0,0.324668348496537
53,0,8.17018565287964,1.38629436111989,3.17805383034795,2.07944154167984,0,0,2.56494935746154,3.73766961828337,2.94443897916644,2.484906649788,2.07944154167984,1.38629436111989,1.94591014905531,0,0.643381164863252
54,0,7.83913164827433,3.17805383034795,3.66356164612965,4.00733318523247,0,0,4.04305126783455,3.97029191355212,3.13549421592915,1.38629436111989,2.83321334405622,1.79175946922805,2.63905732961526,1.79175946922805,0.50261381928382
55,0,7.71646080017636,3.36729582998647,4.71849887129509,4.26267987704132,0,0,3.61091791264422,4.70953020131233,2.94443897916644,1.6094379124341,2.07944154167984,2.30258509299405,2.70805020110221,3.43398720448515,0.411078593749413
56,0,7.86480400332846,5.605802066296,3.8286413964891,2.99573227355399,0,0,3.66356164612965,3.55534806148941,2.70805020110221,0,1.6094379124341,1.79175946922805,1.6094379124341,2.70805020110221,0.3419646226493
57,0,7.52563997504154,1.94591014905531,2.77258872223978,1.6094379124341,0,0,2.94443897916644,2.07944154167984,1.94591014905531,0,1.6094379124341,0,1.09861228866811,0,0.446526482918716
58,0,6.95654544315157,0,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0.257763383020721
59,0,6.12686918411419,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.234051550535199
60,0,7.82803803212583,3.52636052461616,1.38629436111989,0,0,0,1.38629436111989,0,0,0,0,0,0,0,0.234789071990149
61,0,7.39203156751459,0,2.07944154167984,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0.271238615964253
62,0,5.06890420222023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207356713573048
63,0,5.17048399503815,1.94591014905531,1.38629436111989,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.186703885616382
64,0,5.56068163101553,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0.197065045848486
65,0,6.48463523563525,3.78418963391826,4.49980967033027,0.693147180559945,0,0,1.79175946922805,0.693147180559945,0.693147180559945,0,0.693147180559945,0.693147180559945,0,0,0.254462126412209
66,0,7.88532923927319,4.63472898822964,5.71042701737487,3.49650756146648,0.693147180559945,0,3.29583686600433,4.21950770517611,1.38629436111989,1.09861228866811,1.79175946922805,1.38629436111989,1.09861228866811,1.09861228866811,0.331551311584141
67,0,5.77455154554441,0,0,0,0,0.693147180559945,0.693147180559945,0,0,0,1.38629436111989,0,0,0.693147180559945,0.164131697315789
68,0,7.84463264446468,3.09104245335832,5.40267738187228,2.56494935746154,0,0.693147180559945,1.94591014905531,4.04305126783455,0.693147180559945,0.693147180559945,1.09861228866811,1.09861228866811,2.07944154167984,1.09861228866811,0.269137900560972
69,0,7.54380286750151,3.91202300542815,4.84418708645859,0,0,0.693147180559945,1.38629436111989,1.6094379124341,0.693147180559945,0.693147180559945,0,1.09861228866811,1.6094379124341,0,0.322257578964527
70,0,6.64509096950564,0,2.19722457733622,1.38629436111989,0.693147180559945,0.693147180559945,0,0,1.38629436111989,0,0.693147180559945,2.19722457733622,0.693147180559945,1.38629436111989,0.320960025262018
71,0,6.49072353450251,0,2.07944154167984,0,1.09861228866811,1.38629436111989,1.38629436111989,0.693147180559945,2.07944154167984,0,2.07944154167984,1.6094379124341,0,1.09861228866811,0.373713132106127
72,0,6.64248680136726,0,0,1.38629436111989,0.693147180559945,1.09861228866811,1.09861228866811,1.09861228866811,1.6094379124341,0,1.09861228866811,1.38629436111989,0.693147180559945,1.6094379124341,0.323726928120102
73,0,7.46450983463653,1.38629436111989,1.94591014905531,1.09861228866811,0,1.38629436111989,1.38629436111989,1.94591014905531,0.693147180559945,0,1.09861228866811,0.693147180559945,0.693147180559945,0,0.310725786228732
74,0,7.52294091807237,0,0,1.38629436111989,0,0,1.6094379124341,1.79175946922805,2.07944154167984,0.693147180559945,1.38629436111989,0.693147180559945,0.693147180559945,0,0.520279729240059
75,0,7.01571242048723,1.6094379124341,2.30258509299405,0,0,0,1.09861228866811,1.09861228866811,1.6094379124341,0,0,0,0,0,0.426732155050036
76,0,5.26785815906333,2.07944154167984,2.07944154167984,0,0,0,1.09861228866811,0.693147180559945,0.693147180559945,0,0,0.693147180559945,0,0,0.256774488306247
77,0,6.82654522355659,4.8283137373023,3.73766961828337,0,0.693147180559945,1.38629436111989,1.6094379124341,1.79175946922805,0.693147180559945,0,0,1.09861228866811,0,0.693147180559945,0.225153974066298
78,0,5.64544689764324,2.56494935746154,1.6094379124341,0,0,0,0,0.693147180559945,1.09861228866811,0,0,1.38629436111989,0,0,0.306915388016058
79,0,6.01615715969835,0,0,0,0,0,1.6094379124341,0.693147180559945,0,0,0,1.09861228866811,0,0,0.231076430840395
80,0,7.76895604453833,0,0,0.693147180559945,0,0.693147180559945,1.79175946922805,0.693147180559945,1.09861228866811,0,0,0.693147180559945,1.09861228866811,0,0.422581107841163
81,0,5.27811465923052,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.212334313024703
82,0,5.03695260241363,0,0,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0.206609171133037
83,0,8.02747653086048,0,2.19722457733622,0.693147180559945,0.693147180559945,0.693147180559945,1.94591014905531,1.79175946922805,0.693147180559945,0,0.693147180559945,0.693147180559945,0.693147180559945,0,0.36091847616346
84,0,7.9208096792886,0,2.83321334405622,0.693147180559945,0.693147180559945,0.693147180559945,1.6094379124341,0,0.693147180559945,0,0,0.693147180559945,0,0,0.377921206541736
85,0,7.27239839257005,0,2.63905732961526,0,0,0,0.693147180559945,0,0.693147180559945,0,0,0,0,0,0.348789575149974
86,0,5.30330490805908,0,6.12468339089421,0,0,0,2.30258509299405,1.38629436111989,0.693147180559945,0,0.693147180559945,0,0,0,0.269679051210228
87,0,7.04315991598834,0,3.66356164612965,0.693147180559945,0,0,1.09861228866811,0,0,0,0.693147180559945,0,0,0.693147180559945,0.211701156760899
88,0,7.34407285057307,0,3.78418963391826,1.09861228866811,0,1.09861228866811,1.38629436111989,2.19722457733622,1.09861228866811,0,1.6094379124341,0,1.09861228866811,0,0.36576129756746
89,0,6.3750248198281,0,6.08904487544685,1.94591014905531,0,1.09861228866811,1.94591014905531,2.484906649788,0.693147180559945,0,0,0.693147180559945,1.09861228866811,0.693147180559945,0.297264907325607
90,0,7.41577697541539,3.55534806148941,4.26267987704132,3.04452243772342,0,1.09861228866811,4.46590811865458,3.17805383034795,1.79175946922805,0,2.30258509299405,0.693147180559945,1.6094379124341,2.484906649788,0.246119438260186
91,0,7.46508273639955,4.88280192258637,6.55535689181067,1.38629436111989,0,0.693147180559945,2.89037175789616,2.39789527279837,1.79175946922805,0,1.38629436111989,0,1.09861228866811,2.07944154167984,0.258846953356182
92,0,7.38274644973891,3.17805383034795,2.07944154167984,2.484906649788,0.693147180559945,0,1.94591014905531,2.99573227355399,1.6094379124341,0,1.09861228866811,1.09861228866811,1.09861228866811,2.39789527279837,0.260319911903131
93,0,7.46450983463653,3.80666248977032,3.80666248977032,2.83321334405622,0,0,2.484906649788,3.58351893845611,3.04452243772342,1.09861228866811,2.63905732961526,1.09861228866811,2.19722457733622,1.09861228866811,0.496105491594576
94,0,8.52098598965493,3.97029191355212,2.89037175789616,4.53259949315326,0,1.09861228866811,3.97029191355212,3.93182563272433,3.58351893845611,1.94591014905531,3.46573590279973,3.04452243772342,2.30258509299405,2.19722457733622,0.541877836568624
95,0,8.16194579946869,4.66343909411207,5.03043792139244,5.36129216570943,0,1.6094379124341,2.70805020110221,5.12989871492307,2.07944154167984,0,2.83321334405622,2.94443897916644,2.77258872223978,4.14313472639153,0.211200929269396
96,0,8.32336569443608,2.94443897916644,3.95124371858143,2.19722457733622,0,0.693147180559945,2.07944154167984,2.89037175789616,1.6094379124341,0,0,0.693147180559945,0.693147180559945,3.09104245335832,0.285595946786972
97,0,7.32580750259577,1.09861228866811,2.07944154167984,0,0,0,2.19722457733622,2.30258509299405,0.693147180559945,0,1.09861228866811,0.693147180559945,0,0.693147180559945,0.2612210448311
98,0,7.5422134631934,4.46590811865458,7.11801620446533,2.19722457733622,0,1.09861228866811,2.39789527279837,3.52636052461616,1.79175946922805,0,1.79175946922805,0.693147180559945,1.6094379124341,0.693147180559945,0.345334113199011
99,0,7.57044325205737,1.6094379124341,3.61091791264422,0,0,0,2.19722457733622,0,0.693147180559945,0,0,0,0,0,0.33188101698738
100,0,6.94793706861497,0,0.693147180559945,0,0,0,1.38629436111989,1.79175946922805,0,0,0,0,0,0,0.257504268759072
101,0,6.33150184989369,3.43398720448515,2.07944154167984,0,0,0,1.79175946922805,0,0,0,0,1.09861228866811,0,0,0.196726228972801
102,0,6.75576892198425,5.26269018890489,0,0,0,0.693147180559945,1.09861228866811,0,0,0,0,0,1.09861228866811,0,0.188051430460792
103,0,5.08759633523238,1.79175946922805,0,0,0,0,1.09861228866811,0,0,0,0,0,0,0,0.18660628388176
104,0,4.4188406077966,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,0.17300497897587
105,0,5.55295958492162,0.693147180559945,1.79175946922805,0.693147180559945,0.693147180559945,0.693147180559945,1.94591014905531,1.38629436111989,1.38629436111989,0,1.09861228866811,1.79175946922805,0,1.38629436111989,0.261310793354943
106,0,7.84109976542212,0,3.40119738166216,2.56494935746154,0.693147180559945,0.693147180559945,2.63905732961526,3.09104245335832,0.693147180559945,0,1.09861228866811,1.38629436111989,1.38629436111989,0.693147180559945,0.319973862268799
107,0,6.09356977004514,0,1.09861228866811,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.23315212417767
108,0,6.14418563412565,0.693147180559945,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0.224988538171531
109,0,7.7873820264847,3.43398720448515,3.97029191355212,0.693147180559945,0,0.693147180559945,1.79175946922805,1.38629436111989,1.38629436111989,0.693147180559945,0.693147180559945,1.6094379124341,0.693147180559945,0,0.404928897574187
110,0,7.7848892956551,0,0,1.94591014905531,0,0,1.09861228866811,1.09861228866811,0.693147180559945,0.693147180559945,2.30258509299405,1.09861228866811,0,0.693147180559945,0.30371142116713
111,0,7.39572160860205,0,0,0.693147180559945,0,0,1.6094379124341,0.693147180559945,1.38629436111989,0.693147180559945,1.94591014905531,0.693147180559945,0,0,0.415541343572918
112,0,6.69950034016168,0,2.83321334405622,0.693147180559945,0,1.6094379124341,2.07944154167984,1.79175946922805,2.19722457733622,0,1.09861228866811,0.693147180559945,1.09861228866811,0,0.489926799868256
113,0,6.06378520868761,0,1.09861228866811,0,0,0,1.94591014905531,0.693147180559945,1.09861228866811,0.693147180559945,0.693147180559945,1.09861228866811,0,0,0.365355509467806
114,0,7.46278915741245,0,0,0,0,0,0,0,0,0,1.09861228866811,0,0,0,0.24616397575015
115,0,4.99721227376411,1.09861228866811,1.79175946922805,0,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0.192413440388446
116,0,6.74051935960622,1.79175946922805,1.94591014905531,0,0,0,1.79175946922805,1.09861228866811,0,0,0,1.09861228866811,0,0,0.226421423812916
117,0,7.45760928971561,1.6094379124341,1.6094379124341,0,0,0,1.09861228866811,0,0.693147180559945,0,0,0,0,0,0.32811421202583
118,0,5.71373280550937,0.693147180559945,2.63905732961526,0,0.693147180559945,1.09861228866811,1.38629436111989,1.79175946922805,1.09861228866811,0,0,0,0.693147180559945,0,0.337300166227355
119,0,6.59578051396131,2.63905732961526,4.31748811353631,1.09861228866811,0,1.09861228866811,1.94591014905531,3.04452243772342,1.38629436111989,0,1.09861228866811,0.693147180559945,0,0,0.346711351843404
120,0,6.96224346426621,3.73766961828337,6.9555926083963,0,0,0,1.09861228866811,0.693147180559945,0,0,0,0.693147180559945,0,0,0.208817085388767
121,0,5.37989735354046,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.214808510345936
122,0,6.74993119378857,1.79175946922805,4.65396035015752,1.38629436111989,0,1.09861228866811,2.56494935746154,2.70805020110221,0,0,0.693147180559945,0,1.38629436111989,0,0.22165549587062
123,0,7.49942329059223,0.693147180559945,2.19722457733622,0,0,0,2.63905732961526,1.38629436111989,0,0,0.693147180559945,1.38629436111989,0,0,0.246312339915462
124,0,6.67834211465433,0,2.484906649788,0,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0,0.249529828893695
125,0,5.64544689764324,0,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0.221428372167502
126,0,6.66185474054531,2.94443897916644,2.39789527279837,0,0,0,0.693147180559945,0,0,0,0,0,1.38629436111989,0,0.210249065334837
127,0,7.5595594960077,0.693147180559945,2.83321334405622,0,0,0,0,0,0,0,0,0,1.38629436111989,0,0.265781323938337
128,0,7.50273821075485,3.95124371858143,5.76205138278018,0,0,0.693147180559945,2.07944154167984,0,0,0,0,1.38629436111989,0.693147180559945,0,0.220568924604883
129,0,7.45414107814668,0,1.6094379124341,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,0,0,0,0,0.355033897623241
130,0,8.21202580462344,0,0,0,0,0,1.09861228866811,0,0,0,0,0.693147180559945,0,0,0.298601119124766
131,0,5.73657229747919,0,0,0.693147180559945,0,0,0,0,0,0,1.09861228866811,1.09861228866811,0,0,0.20474226324456
132,0,5.37527840768417,0,0,0,0,0,0,0,0,0,0,0.693147180559945,0,0,0.214695477812685
133,0,8.04044688130311,0,3.49650756146648,2.19722457733622,0,0.693147180559945,2.07944154167984,2.39789527279837,0.693147180559945,0.693147180559945,2.07944154167984,0.693147180559945,1.38629436111989,0,0.364681422566705
134,0,7.81601383915903,0,2.484906649788,0,0,0,1.79175946922805,0,0,0,0.693147180559945,0,0,0,0.266750391253137
135,0,7.4730690880322,0,4.62497281328427,0.693147180559945,0,0.693147180559945,2.19722457733622,1.38629436111989,0,0,1.09861228866811,1.6094379124341,1.09861228866811,0,0.251728254242596
136,0,7.69211333959547,0,4.30406509320417,0.693147180559945,0,0.693147180559945,1.38629436111989,1.09861228866811,0,0,0,0,0,0,0.287201019976776
137,0,7.23489842031483,0,3.17805383034795,0,0,0,0,0,0,0,0,0,0,0,0.266293072503593
138,0,6.64639051484773,0,1.6094379124341,0,0,0,0,1.38629436111989,0,0,0,1.09861228866811,0,0,0.248602661519083
139,0,7.49443021503157,1.38629436111989,0.693147180559945,1.94591014905531,0,0.693147180559945,3.13549421592915,1.94591014905531,0,0,0.693147180559945,1.09861228866811,0,1.6094379124341,0.172657435785679
140,0,7.71646080017636,4.59511985013459,5.09375020080676,3.95124371858143,1.09861228866811,1.09861228866811,4.14313472639153,4.78749174278205,1.38629436111989,0,2.94443897916644,0.693147180559945,1.38629436111989,2.07944154167984,0.214480699484245
141,0,7.5234813125735,4.61512051684126,4.20469261939097,1.09861228866811,0,1.09861228866811,2.39789527279837,2.56494935746154,1.6094379124341,0.693147180559945,1.79175946922805,1.38629436111989,0,0.693147180559945,0.333490302646835
142,0,7.34858753092759,3.36729582998647,6.41345895716736,0,0.693147180559945,0,2.19722457733622,0.693147180559945,1.09861228866811,0,1.6094379124341,0,0.693147180559945,0,0.302626876646602
143,0,7.2152399787301,1.38629436111989,3.63758615972639,0,0,0,0.693147180559945,0,1.09861228866811,0,0.693147180559945,0,0,0,0.352932569214392
144,0,6.98564181763921,1.09861228866811,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0.242570796594436
145,0,6.4723462945009,0,0.693147180559945,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,1.09861228866811,0,0.227097802639151
146,0,6.87523208727658,0,1.38629436111989,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0.25532692974927
147,0,6.87935580446044,0.693147180559945,0.693147180559945,0,0,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0.245244840090133
148,0,8.19063168090354,0,0,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.297853724671585
149,0,6.41836493593621,0,3.13549421592915,0.693147180559945,0.693147180559945,0,1.6094379124341,1.09861228866811,0.693147180559945,0,1.09861228866811,1.38629436111989,0,0,0.296926406094869
150,0,6.8596149036542,0,1.94591014905531,0.693147180559945,0,0.693147180559945,1.38629436111989,1.6094379124341,0.693147180559945,0,0,0,0,0,0.341332198487759
151,0,7.9287663216267,1.79175946922805,3.76120011569356,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0,0,1.09861228866811,0,0,0.341147367057
152,0,6.66185474054531,0.693147180559945,4.81218435537242,0,0,1.09861228866811,1.79175946922805,0.693147180559945,1.09861228866811,0,0,1.6094379124341,0,0,0.366705664658745
153,0,6.27852142416584,0,0,1.09861228866811,0,0,0.693147180559945,0,0,0,0,0.693147180559945,0,0,0.247889883730734
154,0,6.49677499018586,0,0,0.693147180559945,0,0,1.79175946922805,1.38629436111989,0.693147180559945,0,0,1.38629436111989,0.693147180559945,0,0.329596016892393
155,0,7.58680353516258,0,2.19722457733622,0.693147180559945,0.693147180559945,0,2.56494935746154,2.30258509299405,0.693147180559945,0,0.693147180559945,1.09861228866811,1.09861228866811,0,0.34546828231691
156,0,5.50125821054473,0,2.484906649788,0,0,0,0.693147180559945,0.693147180559945,0,0,0,1.09861228866811,0,0,0.217804164399327
157,0,6.42162226780652,0,3.17805383034795,0,0,1.09861228866811,1.94591014905531,1.38629436111989,0.693147180559945,0,1.09861228866811,1.79175946922805,0,0,0.291608886448815
158,0,7.42535788702715,1.79175946922805,3.61091791264422,0,0,0,1.79175946922805,1.09861228866811,0.693147180559945,0,0,1.09861228866811,0,1.94591014905531,0.21613123005712
159,0,7.46221493976819,0.693147180559945,3.46573590279973,0,0,0,0,0,0,0,0,0,0,0,0.262733661250937
160,1,7.36137542897735,3.13549421592915,3.66356164612965,4.27666611901606,0,0,2.83321334405622,4.63472898822964,0.693147180559945,0,2.56494935746154,1.38629436111989,2.70805020110221,1.6094379124341,0.952532177131167
161,0,7.58018941794454,2.63905732961526,3.36729582998647,3.3322045101752,0,0.693147180559945,2.19722457733622,3.85014760171006,1.38629436111989,0,2.07944154167984,0,1.94591014905531,1.09861228866811,0.306540289991657
162,0,7.77148876011762,0,0,0.693147180559945,0.693147180559945,0,1.09861228866811,0.693147180559945,1.09861228866811,0,1.09861228866811,0,0,0.693147180559945,0.346803022938555
163,0,6.37672694789863,0,1.6094379124341,0,0,0,0.693147180559945,0,0,0,0,0,0,0,0.240927256117718
164,0,6.37842618365159,3.93182563272433,4.77068462446567,0,0,0,1.94591014905531,0,1.09861228866811,0,1.6094379124341,1.6094379124341,0,0,0.267068478006341
165,0,6.92853781816467,1.94591014905531,3.89182029811063,0,0,0,1.79175946922805,1.38629436111989,1.09861228866811,0,0.693147180559945,1.38629436111989,0,0,0.334700945372078
166,0,5.06890420222023,1.79175946922805,3.04452243772342,0,0,0,1.38629436111989,0,0.693147180559945,0,0.693147180559945,0,0,0,0.238441981664815
167,0,5.64544689764324,1.38629436111989,2.63905732961526,0,0,0,0.693147180559945,0,0,0,1.09861228866811,0,0,0.693147180559945,0.151553252747455
168,0,6.72743172485086,5.01727983681492,7.54115245513631,1.09861228866811,0,0.693147180559945,1.6094379124341,2.07944154167984,1.38629436111989,0,0.693147180559945,0,0,0,0.328399765551509
